x	y	cluster	word
11.749314308166504	21.324121475219727	3	congolese
-18.292848587036133	-36.72932815551758	4	right
-33.667999267578125	-27.48200035095215	4	best
-16.345930099487305	-37.6216926574707	4	long
-29.163272857666016	-30.47386360168457	4	real
-43.42544937133789	-7.496817588806152	7	least
-30.9981746673584	16.206241607666016	10	quality
8.575489044189453	-27.156747817993164	3	United
-14.111285209655762	-35.3131103515625	1	per
58.66154098510742	-14.136893272399902	5	John
-29.03727149963379	14.560032844543457	10	price
-26.717981338500977	-35.78281784057617	4	far
-27.950260162353516	-11.675600051879883	8	please
26.239728927612305	2.5432350635528564	3	York
-18.369789123535156	-18.111711502075195	8	search
-21.874937057495117	-36.57118225097656	4	large
-2.004549026489258	-16.408050537109375	1	October
-27.710643768310547	-11.040295600891113	8	Please
-29.03727149963379	14.560032844543457	10	Price
10.378873825073242	-26.96108055114746	9	North
-13.250807762145996	-37.906497955322266	8	type
-18.369789123535156	-18.111711502075195	8	Search
-33.667999267578125	-27.48200035095215	4	Best
-23.932382583618164	25.254188537597656	10	development
-33.40062713623047	2.1471340656280518	8	link
-24.82526206970215	-15.212794303894043	8	via
-32.4862174987793	14.698781967163086	10	cost
-7.043984889984131	-12.860090255737305	8	front
-34.66819381713867	-2.430084705352783	8	wanted
-19.198375701904297	-12.728163719177246	8	details
-15.78299331665039	-21.063810348510742	2	range
-39.279544830322266	-23.677875518798828	4	simple
-27.308612823486328	23.000154495239258	10	training
-30.29780387878418	47.18843460083008	0	industry
-13.387781143188477	-33.44468688964844	1	half
-5.603457450866699	-21.583314895629883	1	social
54.69132995605469	-16.51626968383789	5	David
-13.498315811157227	-1.3569966554641724	2	rate
-1.5409470796585083	-26.79860496520996	1	San
-3.6706082820892334	-19.760831832885742	9	key
-28.784534454345703	51.969696044921875	0	guys
6.851153373718262	-15.472432136535645	9	guy
-13.963150024414062	-26.972461700439453	1	total
-27.96315574645996	24.886199951171875	10	prices
-19.715862274169922	-14.003104209899902	8	general
-36.16796112060547	-12.241379737854004	4	clear
2.6868200302124023	-10.890079498291016	9	President
53.773094177246094	-17.52892303466797	5	James
34.124427795410156	19.47489356994629	3	Obama
-5.404077053070068	-12.87907600402832	9	forward
-27.27412986755371	-14.265955924987793	8	latest
-20.948535919189453	43.90827178955078	0	players
-35.75668716430664	-29.98790168762207	4	strong
-19.715862274169922	-14.003104209899902	8	General
-44.18303298950195	-8.342964172363281	7	late
55.14420700073242	-14.87549877166748	5	Paul
-29.823429107666016	48.86086654663086	0	jobs
2.302570343017578	28.850814819335938	9	player
57.33480453491211	-15.888874053955078	5	Michael
-1.2026679515838623	-0.6425666809082031	2	chance
-21.900121688842773	-37.8340950012207	4	fast
-26.397905349731445	15.581981658935547	10	tax
-33.560508728027344	5.306113243103027	8	specific
-29.245105743408203	-31.294950485229492	4	Real
-26.198772430419922	-17.10148811340332	1	particular
-21.93008041381836	-39.114532470703125	4	huge
-6.688601493835449	28.178424835205078	10	marketing
-40.077186584472656	-18.563560485839844	4	cheap
-18.774511337280273	-28.576494216918945	4	standard
-20.780424118041992	-9.96504020690918	8	terms
-19.78884506225586	27.87955093383789	10	production
-12.745037078857422	17.630807876586914	10	risk
-7.280457973480225	-6.527566909790039	1	Jun
-6.8737969398498535	-24.900487899780273	1	Dec
-27.833650588989258	10.892595291137695	10	potential
-48.68050003051758	-15.60360050201416	7	Only
-21.572057723999023	23.805984497070312	10	growth
-19.441364288330078	-19.37451171875	8	feature
-28.809967041015625	15.771530151367188	10	speed
-13.939261436462402	-29.865266799926758	1	plus
59.60486602783203	-11.028943061828613	5	Mark
-11.007177352905273	-3.451430082321167	2	round
64.08087921142578	-1.5616532564163208	5	George
48.29249572753906	-18.54179573059082	5	Jesus
25.887311935424805	11.406636238098145	3	Microsoft
-48.34654235839844	-13.56419563293457	7	limited
-44.30528259277344	-6.771917819976807	7	alone
-12.054708480834961	-0.6033428311347961	2	charge
63.934303283691406	-3.974576234817505	5	Robert
-28.715391159057617	-33.568965911865234	4	quick
-43.50000762939453	-24.597591400146484	4	highly
-7.312148571014404	-19.40342903137207	2	unit
-23.462722778320312	21.322145462036133	10	economic
-23.932382583618164	25.254188537597656	10	Development
-32.65461730957031	-34.724365234375	4	deep
-5.603477478027344	-21.583215713500977	1	Social
-39.30908203125	-26.170486450195312	4	serious
-10.679417610168457	19.05231285095215	10	pressure
-15.866278648376465	-28.43782615661621	1	towards
64.9520263671875	-0.7725057005882263	5	William
-29.823429107666016	48.86086654663086	0	Jobs
58.45893096923828	-15.228522300720215	5	Chris
43.461875915527344	-9.575104713439941	6	Smith
62.07447052001953	-3.8619601726531982	5	Mike
5.447863578796387	-15.528021812438965	9	Lord
-0.4802606999874115	4.69720983505249	2	reach
-16.345930099487305	-37.6216926574707	4	Long
-26.781373977661133	26.27222442626953	10	construction
54.635986328125	-18.475305557250977	5	Thomas
-12.118977546691895	-35.182491302490234	1	Los
60.58149337768555	-3.539090871810913	5	Peter
2.3152377605438232	-10.612588882446289	9	president
-25.919340133666992	-33.088844299316406	4	Super
-6.688601493835449	28.178424835205078	10	Marketing
-27.818918228149414	-29.834150314331055	4	largest
-19.955760955810547	24.790855407714844	10	traffic
-23.80522346496582	-18.37220573425293	8	Under
11.527708053588867	-25.487518310546875	9	Hall
56.141353607177734	-15.487401962280273	5	Joe
-40.66374206542969	-13.666035652160645	4	extremely
62.46663284301758	-8.81312084197998	5	Tom
-17.312137603759766	-27.816774368286133	8	ahead
-35.45683670043945	4.617193222045898	8	status
-13.939261436462402	-29.865266799926758	1	Plus
48.60774230957031	-18.276865005493164	5	Christ
-50.28335189819336	-6.762560844421387	7	lack
42.91204071044922	-8.149823188781738	6	Johnson
59.771121978759766	-7.212007999420166	5	Richard
-15.846695899963379	-27.344141006469727	1	prior
4.811479091644287	23.844120025634766	9	football
-18.292848587036133	-36.72932815551758	4	Right
-24.400039672851562	-34.49028396606445	4	Grand
-13.25085735321045	-37.906314849853516	8	Type
-45.032745361328125	-0.07094491273164749	7	reduce
-35.57711410522461	-3.6578311920166016	7	sorry
-27.308612823486328	23.000154495239258	10	Training
59.264610290527344	-13.208462715148926	5	Steve
-40.862239837646484	-25.259063720703125	4	complex
39.083229064941406	-13.032425880432129	6	Lee
-28.341856002807617	-37.571475982666016	4	heavy
4.062609672546387	-28.56562614440918	4	biggest
-31.08854866027832	-35.48417282104492	4	rich
-13.963150024414062	-26.972461700439453	1	Total
47.98316192626953	-13.58779239654541	6	Scott
0.7177990674972534	-13.3832368850708	9	leader
8.882824897766113	-22.160911560058594	9	Union
-30.54791259765625	-29.141429901123047	4	highest
-19.198375701904297	-12.728163719177246	8	Details
-36.00313949584961	-28.42066764831543	4	solid
-44.458473205566406	1.327242136001587	7	doubt
43.70988464355469	4.38131046295166	6	Martin
-19.75165557861328	-38.416595458984375	4	advanced
-42.63567352294922	-27.554704666137695	4	expensive
-26.74502944946289	50.65925216674805	0	leaders
55.85065841674805	-12.884181022644043	5	Jack
-17.962629318237305	5.427213191986084	9	session
43.23161315917969	-15.147713661193848	6	Jones
-7.64830207824707	-23.668251037597656	1	Fri
-42.30405807495117	-22.68478012084961	1	plenty
-6.289462566375732	-24.64383316040039	1	Tue
61.52016067504883	-10.567133903503418	5	Jim
-2.967122793197632	-27.69845199584961	1	Mon
-7.997713565826416	-7.652474880218506	1	Thu
14.925400733947754	-27.24417495727539	3	Mac
-26.28926658630371	-33.38358688354492	4	super
-28.687856674194336	17.91678237915039	10	strength
-26.17582893371582	-3.692440986633301	1	eight
-33.94440841674805	2.2630867958068848	8	Link
4.811479091644287	23.844120025634766	9	Football
60.690635681152344	-11.856212615966797	5	Bob
10.378873825073242	-26.96108055114746	9	north
53.58211898803711	-15.698803901672363	5	Charles
44.53732681274414	-2.542344570159912	6	Jackson
-20.742040634155273	-15.192519187927246	8	developing
-19.555631637573242	-17.143695831298828	8	detail
-45.505149841308594	-6.25557279586792	7	worse
37.38633346557617	-3.336793899536133	6	Williams
-35.99517059326172	-19.155168533325195	4	proud
6.158232688903809	-27.76030731201172	4	Royal
-18.950963973999023	-28.330833435058594	4	Standard
53.100284576416016	3.6214306354522705	5	Francisco
-12.857095718383789	-0.04623774439096451	2	load
-16.315143585205078	-24.812862396240234	2	advance
-44.57051467895508	-23.509811401367188	1	numerous
-23.461212158203125	-20.694276809692383	7	minimum
-10.909095764160156	0.14954137802124023	2	rise
-32.336814880371094	-16.600507736206055	1	maximum
-30.9981746673584	16.206241607666016	10	Quality
-19.251066207885742	18.818389892578125	10	injury
23.226699829101562	12.90163803100586	3	Iraq
-29.214982986450195	-11.920082092285156	8	standing
-34.56930923461914	-22.48633575439453	4	greatest
20.144325256347656	12.555255889892578	3	YouTube
-15.49693489074707	-15.297605514526367	8	Directory
-27.27412986755371	-14.265955924987793	8	Latest
61.853389739990234	-5.926486015319824	5	Matt
-14.982967376708984	18.855457305908203	10	stress
-15.431112289428711	-15.069692611694336	8	directory
66.13273620605469	-1.8679865598678589	5	Ryan
-22.614160537719727	-36.58507537841797	4	Large
-35.57711410522461	-3.6578311920166016	7	Sorry
11.717588424682617	22.183544158935547	3	RSS
2.4768218994140625	-17.83704948425293	2	cross
2.302570343017578	28.850814819335938	9	Player
59.726253509521484	-10.711282730102539	5	mark
63.130859375	-0.5104170441627502	5	Louis
27.095739364624023	15.04192066192627	3	Sony
-3.464663028717041	-19.93996810913086	9	Key
-43.89540481567383	-5.39363956451416	7	worst
62.091529846191406	15.65029239654541	5	Brian
-47.18006896972656	-7.961653709411621	7	fell
-40.077186584472656	-18.563560485839844	4	Cheap
-0.18574243783950806	-10.925041198730469	9	Executive
64.6884536743164	0.2019445300102234	5	Andrew
-24.111103057861328	27.977807998657227	10	leadership
-7.10847282409668	-13.098301887512207	8	Front
-11.944977760314941	-22.157419204711914	1	hundreds
61.564884185791016	-11.695211410522461	5	Dave
55.931739807128906	-16.758941650390625	5	Ben
-19.75165557861328	-38.416595458984375	4	Advanced
-9.8093843460083	6.774440765380859	2	roll
-1.7550839185714722	1.1533342599868774	2	push
61.84988784790039	-12.869802474975586	5	Tim
-31.372299194335938	-33.29397201538086	4	bright
-1.9974865913391113	16.41965675354004	2	journey
27.710216522216797	20.06494140625	3	Hollywood
64.6421127319336	7.8144612312316895	5	Daniel
5.486361980438232	18.784229278564453	3	UTC
62.229434967041016	0.11446884274482727	5	Henry
-26.521984100341797	48.8497428894043	0	drivers
-45.85108947753906	-18.86498260498047	7	rare
61.13190841674805	-7.756842136383057	5	Frank
60.55344009399414	-14.081140518188477	5	Dan
-13.792315483093262	-1.0084680318832397	2	Rate
60.26396942138672	3.1725003719329834	5	Harry
7.200857639312744	-20.618288040161133	2	port
1.8883684873580933	-2.7589759826660156	2	Mount
62.75718688964844	12.75948429107666	5	Joseph
24.816795349121094	10.222246170043945	3	Yahoo
63.233360290527344	9.377799987792969	5	Kevin
-48.28082275390625	-6.258901119232178	7	reduced
63.9261589050293	6.190616130828857	5	Jeff
2.4868321418762207	-17.842443466186523	2	Cross
-11.293305397033691	29.314712524414062	10	trading
-0.6226834058761597	-10.862207412719727	9	executive
-20.780271530151367	-9.964883804321289	8	Terms
-10.19347095489502	-16.697364807128906	1	Vol
-5.32175350189209	24.085996627807617	10	violence
-28.715391159057617	-33.568965911865234	4	Quick
63.645565032958984	2.482457160949707	5	Adam
62.3005485534668	1.9823859930038452	5	Sam
-1.924681305885315	7.9966840744018555	2	till
