x	y	cluster	word
26.71118927001953	16.973325729370117	0	he
25.54031753540039	17.252412796020508	0	his
10.129534721374512	20.529664993286133	0	him
-13.836833000183105	11.525644302368164	10	girl
-19.19156837463379	18.892650604248047	0	son
-20.867900848388672	18.608510971069336	0	daughter
-6.418951511383057	14.07622241973877	10	boy
8.653263092041016	19.951656341552734	0	brother
8.276183128356934	19.614307403564453	0	sister
22.832611083984375	12.19507122039795	10	asian
21.666828155517578	12.934820175170898	10	indian
21.272098541259766	11.50330638885498	10	chinese
22.33414649963379	12.671140670776367	10	japanese
-3.1826071739196777	13.476141929626465	10	thai
-13.070549011230469	10.056344032287598	10	korean
-6.969250202178955	16.203853607177734	10	filipino
-30.67633056640625	0.9592094421386719	10	pakistani
-13.013094902038574	8.98723316192627	10	indonesian
-29.320049285888672	1.0875040292739868	10	nigerian
-32.59715270996094	0.7629142999649048	10	ethiopian
-38.4891471862793	-3.41463565826416	10	kenyan
4.897449493408203	-15.946928977966309	5	get
13.463871955871582	-31.765153884887695	4	new
24.076169967651367	-18.779081344604492	9	make
35.28778076171875	6.995630741119385	2	see
26.894201278686523	-20.338363647460938	9	use
14.997214317321777	-32.389678955078125	4	New
-29.69984245300293	10.939178466796875	5	think
23.61133575439453	4.563864707946777	3	much
-9.19959545135498	16.041278839111328	10	back
30.08149528503418	-2.229234457015991	5	need
-26.67863655090332	9.441353797912598	5	really
24.679967880249023	-3.30159592628479	5	want
-29.33906364440918	-6.341158390045166	5	best
29.036706924438477	-3.652562379837036	5	take
25.924772262573242	-21.007801055908203	9	used
10.33250904083252	22.493087768554688	0	love
12.64642333984375	14.188990592956543	10	home
-24.200740814208984	28.99188232421875	7	last
-17.07289695739746	10.753992080688477	3	little
25.228374481201172	-1.9944995641708374	5	say
43.65419006347656	4.02313756942749	5	That
6.543756008148193	-20.02475357055664	5	better
25.183984756469727	12.290803909301758	10	Home
39.498104095458984	3.3985090255737305	10	things
1.0499293804168701	7.737926006317139	8	game
-12.382052421569824	-21.936338424682617	1	available
-42.655364990234375	11.23916244506836	7	never
33.80784606933594	-13.067835807800293	9	using
14.826903343200684	7.919835090637207	8	site
-10.915854454040527	-0.9231615662574768	8	online
10.568613052368164	5.667115688323975	8	system
23.477914810180664	9.751717567443848	10	different
0.2780229449272156	0.4802965819835663	2	next
29.47399139404297	-11.302021026611328	9	set
6.471668243408203	-5.733136177062988	5	must
13.528748512268066	-1.37095308303833	3	high
12.629036903381348	11.029582023620605	10	video
-28.444292068481445	8.149523735046387	5	sure
-9.932948112487793	-18.68065643310547	3	lot
38.80122756958008	1.4554736614227295	5	Your
18.144996643066406	-33.615779876708984	4	More
16.008773803710938	-1.2572343349456787	3	number
20.1304874420166	-15.970060348510742	9	service
25.972118377685547	-8.56156063079834	1	give
-24.608959197998047	30.53387451171875	7	end
26.017026901245117	17.786405563354492	0	family
6.898849964141846	-7.9619269371032715	5	might
-39.69120407104492	-0.5362904667854309	2	week
35.15573501586914	-4.1913299560546875	9	put
6.590161323547363	18.039539337158203	8	reblogged
-9.7886323928833	-19.92922592163086	1	money
-24.834688186645508	1.1674354076385498	10	top
12.340353965759277	-1.8859895467758179	3	big
16.222970962524414	6.477701663970947	8	book
13.557781219482422	7.12561559677124	8	page
29.003101348876953	-19.375181198120117	9	keep
-2.1109707355499268	6.077573776245117	3	small
18.654523849487305	21.120677947998047	6	feel
-1.571869134902954	-0.3103259205818176	2	second
7.744268417358398	0.3732476532459259	2	Now
20.100475311279297	-16.208003997802734	9	services
29.01258659362793	-2.427793025970459	5	getting
-23.089548110961914	27.985307693481445	7	done
-8.66635799407959	-2.0458719730377197	8	list
12.179987907409668	-32.68785858154297	4	change
3.574359893798828	-3.5678815841674805	3	enough
-8.6202392578125	15.605937957763672	10	night
-5.8640851974487305	24.38947296142578	6	hard
29.334054946899414	-4.115396976470947	5	let
-42.3588981628418	-3.4992332458496094	3	least
-29.32990264892578	3.211992025375366	10	live
-0.9132274985313416	-10.665163040161133	5	try
27.273996353149414	1.860310435295105	3	important
13.87384033203125	18.666305541992188	0	care
4.493275165557861	-9.011898040771484	5	thought
1.5542317628860474	10.772787094116211	10	side
-0.07685142010450363	11.198966979980469	10	room
-11.789024353027344	-0.8327054977416992	8	program
36.449188232421875	6.910441875457764	2	following
-14.825122833251953	-22.77442741394043	1	buy
9.239643096923828	-14.610498428344727	5	easy
4.717163562774658	4.108245849609375	3	far
23.638261795043945	-14.113466262817383	9	include
17.62175750732422	15.013166427612305	10	food
-13.613483428955078	-9.597302436828613	9	process
11.15649127960205	-17.19116973876953	5	needs
36.01478958129883	4.576862812042236	8	search
3.8784468173980713	3.632624626159668	3	Not
-30.67380142211914	-5.049298286437988	3	bit
33.728858947753906	9.552084922790527	2	After
4.583275318145752	6.597042560577393	2	run
37.499107360839844	2.07771635055542	3	others
3.218360662460327	-5.996207237243652	3	often
35.052364349365234	-1.9522769451141357	5	means
-11.640515327453613	-24.47362518310547	1	offer
25.15932273864746	-19.753250122070312	9	control
15.304887771606445	8.451560020446777	8	view
13.538464546203613	-15.195110321044922	5	become
7.545225143432617	-7.599096298217773	5	possible
-38.24260711669922	16.932485580444336	6	bad
-29.459102630615234	9.521037101745605	5	believe
-22.624738693237305	8.38620376586914	2	December
37.58896255493164	6.001479625701904	10	View
8.538931846618652	-9.948775291442871	5	tell
-22.900720596313477	0.9381610155105591	3	level
3.415651798248291	21.490615844726562	0	kind
-5.899982929229736	-0.7630736827850342	8	check
11.632003784179688	14.22623062133789	10	hand
-27.509824752807617	10.08633041381836	5	hope
2.5236597061157227	-9.05363655090332	5	trying
21.02378273010254	8.689468383789062	0	special
10.96436595916748	-35.21809005737305	4	added
7.769314765930176	-34.11783981323242	4	add
39.862857818603516	4.364977836608887	8	Search
14.308485984802246	-11.501065254211426	3	value
-23.305055618286133	30.120798110961914	7	Last
-12.458066940307617	5.633033752441406	10	phone
-38.10042953491211	-8.311182975769043	8	download
-16.85951042175293	-20.32680320739746	1	pay
-23.287090301513672	-8.168622016906738	5	Best
0.774462878704071	1.1874476671218872	2	later
41.91643524169922	4.842584609985352	2	See
4.535686016082764	15.485136032104492	10	young
8.380350112915039	-9.977747917175293	5	told
-16.522918701171875	-23.511789321899414	1	offers
-12.451536178588867	13.07496166229248	10	movie
-8.688027381896973	-0.18056298792362213	8	link
-12.067754745483398	-2.1981687545776367	8	version
-2.612673282623291	1.2263696193695068	2	event
-14.799871444702148	-10.625641822814941	9	create
5.449018955230713	0.7612163424491882	2	future
23.62502670288086	5.416271686553955	3	size
41.932334899902344	0.2776437997817993	7	close
37.12957763671875	3.9268269538879395	3	Tags
-33.47509002685547	-8.350747108459473	8	file
6.869975566864014	-3.0569872856140137	5	else
-14.546792030334473	9.940913200378418	10	song
23.714651107788086	6.538564205169678	3	High
29.628990173339844	-0.454372763633728	5	wanted
-20.199344635009766	-1.7886754274368286	8	law
22.014610290527344	14.080114364624023	10	sex
13.660691261291504	8.413989067077637	8	Online
35.77009963989258	-2.3498589992523193	5	Get
26.47750473022461	17.255016326904297	0	His
-10.868124008178711	13.91193675994873	10	film
0.17923232913017273	1.6563079357147217	2	soon
-35.08633041381836	6.123833656311035	10	party
10.666695594787598	-8.531662940979004	3	questions
-16.420255661010742	-19.503278732299805	1	card
10.945145606994629	22.246707916259766	0	Love
-2.718355417251587	17.661874771118164	10	hot
-4.88101053237915	8.11565113067627	10	Top
-23.464645385742188	-14.090418815612793	5	learn
4.324256420135498	23.290451049804688	0	heart
11.4473237991333	8.782768249511719	8	computer
-0.10511109977960587	15.689095497131348	10	kids
-27.384485244750977	25.979555130004883	7	stop
11.478781700134277	5.170212268829346	8	content
7.339231491088867	21.705352783203125	0	couple
28.1073055267334	8.55360221862793	8	Page
-4.329527854919434	-2.8583555221557617	3	five
43.154510498046875	4.920596599578857	3	Other
-21.234031677246094	-0.1178409531712532	3	study
32.883018493652344	8.32712173461914	2	present
-11.043438911437988	-7.507504940032959	9	matter
-25.85169219970703	7.420952320098877	5	turn
36.97311782836914	-0.48345133662223816	5	needed
9.309819221496582	-8.929305076599121	5	gets
40.31466293334961	6.341452121734619	10	image
41.31108856201172	0.7996750473976135	2	Then
-17.440746307373047	-21.657062530517578	1	deal
-20.74647331237793	-16.117475509643555	5	ask
-14.705092430114746	-8.64803695678711	9	energy
27.728532791137695	-2.1248414516448975	5	required
25.03968048095703	-9.164446830749512	1	bring
-37.14422607421875	-8.599906921386719	8	Download
41.01788330078125	3.3123245239257812	2	action
11.161288261413574	-35.897579193115234	4	Add
-26.43418312072754	-6.167653560638428	3	rate
-6.176145553588867	9.47245979309082	10	San
13.663227081298828	10.225661277770996	10	sound
-35.52560806274414	-8.414299964904785	8	code
-6.339980125427246	0.3811103105545044	8	test
10.191743850708008	3.103518486022949	8	key
-15.655613899230957	12.475065231323242	10	guys
4.920652866363525	9.871681213378906	10	behind
-1.2846099138259888	-23.402868270874023	3	amount
9.834637641906738	-11.691571235656738	3	interest
14.387276649475098	5.546853542327881	8	books
-33.42875671386719	15.987268447875977	6	hit
23.319746017456055	7.443445205688477	3	Big
